property_address,status
1387 HAYES ST,"Permit Submitted, CFC Required by 9/15/20"
4096 17TH ST,"Work Complete, CFC Issued"
1556 FILBERT ST,"Work Complete, CFC Issued"
365 ARBOR ST,"Work Complete, CFC Issued"
54 ADDISON ST,"Work Complete, CFC Issued"
214 SCOTT ST,"Work Complete, CFC Issued"
1225 STEINER ST,Non-Compliant
1465 VALLEJO ST,"Work Complete, CFC Issued"
1244 KEARNY ST,"Work Complete, CFC Issued"
3471 21ST ST,Non-Compliant
400 LOCUST ST,"Work Complete, CFC Issued"
3366 PIERCE ST,"Work Complete, CFC Issued"
538 CLAYTON ST,"Work Complete, CFC Issued"
3560 PIERCE ST,"Work Complete, CFC Issued"
1280 GROVE ST,"Work Complete, CFC Issued"
3418 19TH ST,Non-Compliant
1520 LARKIN ST,"Work Complete, CFC Issued"
644 GREEN ST,"Work Complete, CFC Issued"
639 CAPP ST,"Work Complete, CFC Issued"
1870 SACRAMENTO ST,Non-Compliant
924 SOUTH VAN NESS AV,Non-Compliant
766 KANSAS ST,"Work Complete, CFC Issued"
131 ALBION ST,"Work Complete, CFC Issued"
518 38TH AV,"Work Complete, CFC Issued"
2224 UNION ST,"Work Complete, CFC Issued"
2162 MARKET ST,"Permit Submitted, CFC Required by 9/15/20"
2849 FILLMORE ST,"Work Complete, CFC Issued"
3018 MISSION ST,"Permit Submitted, CFC Required by 9/15/20"
940 JONES ST,Non-Compliant
629 33RD AV,"Work Complete, CFC Issued"
2583 PINE ST,"Work Complete, CFC Issued"
1602 CHURCH ST,"Work Complete, CFC Issued"
425 JUDAH ST,"Work Complete, No CFC Issued yet"
1633 HAIGHT ST,"Work Complete, CFC Issued"
183 PARNASSUS AV,"Work Complete, CFC Issued"
7700 GEARY BL,"Work Complete, CFC Issued"
1368 SACRAMENTO ST,"Work Complete, CFC Issued"
4344 17TH ST,"Work Complete, CFC Issued"
2740 GREENWICH ST,Non-Compliant
678 09TH AV,Non-Compliant
2318 JONES ST,"Work Complete, CFC Issued"
1840 FRANKLIN ST,Non-Compliant
154 10TH ST,"Permit Submitted, CFC Required by 9/15/20"
3301 WAWONA ST,"Work Complete, CFC Issued"
2335 WASHINGTON ST,"Work Complete, CFC Issued"
1341 MINNA ST,"Work Complete, CFC Issued"
300 DOUGLASS ST,"Work Complete, CFC Issued"
1444 PACIFIC AV,"Work Complete, CFC Issued"
568 NATOMA ST,Non-Compliant
543 BUENA VISTA TR,"Work Complete, CFC Issued"
2396 PINE ST,"Work Complete, CFC Issued"
1350 PINE ST,Non-Compliant
1430 FRANCISCO ST,"Work Complete, CFC Issued"
2 EMERY LN,"Permit Submitted, CFC Required by 9/15/20"
35 ALPINE TR,"Work Complete, CFC Issued"
2025 OFARRELL ST,"Work Complete, CFC Issued"
1600 ANZA ST,"Work Complete, CFC Issued"
2345 POLK ST,"Work Complete, CFC Issued"
2766 MISSION ST,Non-Compliant
1801 TARAVAL ST,"Work Complete, CFC Issued"
875 25TH AV,"Work Complete, CFC Issued"
401 UTAH ST,"Permit Submitted, CFC Required by 9/15/20"
1544 POWELL ST,Non-Compliant
201 CHURCH ST,"Work Complete, CFC Issued"
2020 15TH ST,"Work Complete, CFC Issued"
146 FREELON ST,"Work Complete, CFC Issued"
55 30TH ST,"Work Complete, CFC Issued"
3126 SCOTT ST,"Work Complete, CFC Issued"
333 GREENWICH ST,"Work Complete, CFC Issued"
1093 DOLORES ST,"Work Complete, CFC Issued"
6310 CALIFORNIA ST,"Work Complete, CFC Issued"
331 09TH AV,"Work Complete, CFC Issued"
585 PAGE ST,"Work Complete, CFC Issued"
2230 STEINER ST,"Work Complete, CFC Issued"
1269 GREEN ST,"Work Complete, CFC Issued"
1825 PINE ST,"Work Complete, CFC Issued"
160 GRAYSTONE TR,"Work Complete, CFC Issued"
3334 FILLMORE ST,"Work Complete, CFC Issued"
121 LAKE ST,"Work Complete, CFC Issued"
1618 LOMBARD ST,"Work Complete, CFC Issued"
1300 31ST AV,"Work Complete, CFC Issued"
1025 HYDE ST,"Work Complete, CFC Issued"
53 MOSS ST,Non-Compliant
1747 LARKIN ST,"Permit Submitted, CFC Required by 9/15/20"
1395 10TH AVE,"Work Complete, CFC Issued"
22 TWIN PEAKS BL,"Work Complete, CFC Issued"
1651 LARKIN ST,Non-Compliant
847 DIVISADERO ST,"Permit Submitted, CFC Required by 9/15/20"
1 ANZAVISTA AV,"Work Complete, CFC Issued"
1473 48TH AV,"Work Complete, CFC Issued"
867 OAK ST,Non-Compliant
1280 38TH AV,"Work Complete, CFC Issued"
2844 21ST ST,"Work Complete, CFC Issued"
1857 MASON ST,"Work Complete, CFC Issued"
20 PARKRIDGE DR,"Work Complete, CFC Issued"
2915 CALIFORNIA ST,"Work Complete, CFC Issued"
331 27TH AV,"Work Complete, CFC Issued"
301 CARL ST,"Work Complete, CFC Issued"
157 ALBION ST,"Work Complete, CFC Issued"
390 BARTLETT ST,"Work Complete, CFC Issued"
104 EUREKA ST,"Permit Submitted, CFC Required by 9/15/20"
1565 GREEN ST,"Work Complete, CFC Issued"
3424 21ST ST,"Work Complete, CFC Issued"
1910 FOLSOM ST,"Work Complete, CFC Issued"
1251 17TH AV,"Work Complete, CFC Issued"
1441 TAYLOR ST,"Work Complete, CFC Issued"
845 LAKE ST,"Work Complete, CFC Issued"
164 VALLEY ST,"Work Complete, CFC Issued"
2055 POLK ST,"Work Complete, CFC Issued"
257 CENTRAL AV,"Work Complete, CFC Issued"
2448 CLEMENT ST,"Work Complete, CFC Issued"
1028 GUERRERO ST,"Work Complete, CFC Issued"
3351 CESAR CHAVEZ ST,Non-Compliant
515 BRODERICK ST,"Work Complete, CFC Issued"
1360 GREEN ST,"Work Complete, CFC Issued"
3485 21ST ST,Non-Compliant
1078 HOWARD ST,"Permit Submitted, CFC Required by 9/15/20"
3110 CLAY ST,"Work Complete, CFC Issued"
1717 LEAVENWORTH ST,Non-Compliant
12 GEORGR CT,Non-Compliant
1090 CHURCH ST,"Work Complete, CFC Issued"
1495 22ND AV,"Work Complete, CFC Issued"
1042 NOE ST,"Work Complete, CFC Issued"
1216 CLAY ST,Non-Compliant
11 WOOD ST,Non-Compliant
480 VALLEJO ST,"Work Complete, CFC Issued"
82 PARKER AV,"Work Complete, CFC Issued"
1000 MASONIC AV,Non-Compliant
2635 FILLMORE ST,Non-Compliant
1322 MCALLISTER ST,Non-Compliant
51 PROSPER ST,"Work Complete, CFC Issued"
17 HOFF ST,"Work Complete, CFC Issued"
2285 BAY ST,Non-Compliant
1380 TAYLOR ST,"Work Complete, CFC Issued"
2230 GEARY BL,"Work Complete, CFC Issued"
1462 VALENCIA ST,"Work Complete, CFC Issued"
77 07TH AV,"Work Complete, CFC Issued"
1329 16TH AV,"Work Complete, CFC Issued"
2433 POLK ST,"Work Complete, CFC Issued"
2710 BAKER ST,"Permit Submitted, CFC Required by 9/15/20"
307 CAPP ST,"Work Complete, CFC Issued"
2689 BRYANT ST,Non-Compliant
3241 23RD ST,Non-Compliant
3107 16TH ST,"Permit Submitted, CFC Required by 9/15/20"
2211 18TH ST,"Permit Submitted, CFC Required by 9/15/20"
888 14TH ST,"Work Complete, CFC Issued"
2585 UNION ST,"Work Complete, CFC Issued"
1390 JACKSON ST,"Work Complete, CFC Issued"
940 UNION ST,"Work Complete, CFC Issued"
674 CORBETT AV,"Work Complete, CFC Issued"
1 LOWELL ST,"Work Complete, CFC Issued"
211 30TH ST,"Work Complete, CFC Issued"
909 HAIGHT ST,"Work Complete, CFC Issued"
1575 SACRAMENTO ST,"Permit Submitted, CFC Required by 9/15/20"
315 LINCOLN WY,"Work Complete, CFC Issued"
125 LYON ST,"Work Complete, CFC Issued"
2048 UNION ST,"Work Complete, CFC Issued"
447 19TH AV,"Work Complete, CFC Issued"
1103 PAGE ST,Non-Compliant
860 ARGUELLO BL,"Work Complete, CFC Issued"
1801 15TH ST,Non-Compliant
3190 SAN BRUNO AV,"Work Complete, CFC Issued"
2029 PIERCE ST,"Work Complete, CFC Issued"
439 HAIGHT ST,"Work Complete, CFC Issued"
969 BURNETT AV,"Work Complete, CFC Issued"
408 DUNCAN ST,"Work Complete, CFC Issued"
1814 FELL ST,"Work Complete, CFC Issued"
643 OAK ST,"Work Complete, CFC Issued"
2901 GOUGH ST,"Work Complete, CFC Issued"
1912 MISSION ST,"Work Complete, CFC Issued"
28 BOB KAUFMAN AL,"Work Complete, CFC Issued"
1340 GRANT AV,"Work Complete, CFC Issued"
777 06TH AV,Non-Compliant
445 CORBETT ST,Non-Compliant
1276 46TH AV,"Work Complete, CFC Issued"
4010 MISSION ST,"Work Complete, CFC Issued"
136 FREDERICK ST,Non-Compliant
285 27TH AV,"Work Complete, CFC Issued"
1480 WALLER ST,"Work Complete, CFC Issued"
1414 KANSAS ST,"Work Complete, CFC Issued"
1786 GOLDEN GATE AV,"Work Complete, CFC Issued"
2115 HYDE ST,Non-Compliant
130 GARDENSIDE DR,"Work Complete, CFC Issued"
320 14TH ST,"Permit Submitted, CFC Required by 9/15/20"
835 PINE ST,"Work Complete, CFC Issued"
170 06TH AV,"Work Complete, CFC Issued"
1243 BROADWAY ST,"Work Complete, CFC Issued"
17 ASHBURY ST,"Work Complete, CFC Issued"
1945 PACIFIC AV,"Work Complete, CFC Issued"
3000 SACRAMENTO ST,Non-Compliant
1 03RD AV,"Work Complete, CFC Issued"
829 MASONIC AV,Non-Compliant
802 GREEN ST,Non-Compliant
1252 02ND AV,"Work Complete, CFC Issued"
1600 FILBERT ST,"Work Complete, CFC Issued"
1045 LAKE ST,"Work Complete, CFC Issued"
2255 NORTH POINT ST,"Permit Submitted, CFC Required by 9/15/20"
3681 17TH ST,"Work Complete, CFC Issued"
1351 POWELL ST,"Permit Submitted, CFC Required by 9/15/20"
1487 SACRAMENTO ST,Non-Compliant
1900 TURK ST,Non-Compliant
1652 DOLORES ST,"Work Complete, CFC Issued"
2255 VALLEJO ST,"Work Complete, CFC Issued"
140 LANDERS ST,"Work Complete, CFC Issued"
5173 DIAMOND HEIGHTS BL,Non-Compliant
33 ELGIN PK,"Work Complete, CFC Issued"
1316 JESSIE ST,"Work Complete, CFC Issued"
485 38TH AV,"Work Complete, CFC Issued"
700 MISSOURI ST,"Permit Submitted, CFC Required by 9/15/20"
568 FOLSOM ST,"Work Complete, CFC Issued"
135 CAPP ST,"Work Complete, CFC Issued"
402 DUBOCE AV,"Work Complete, CFC Issued"
1647 MCALLISTER ST,"Work Complete, CFC Issued"
1181 GUERRERO ST,"Work Complete, CFC Issued"
1233 ARGUELLO BL,Non-Compliant
383 GREEN ST,"Work Complete, CFC Issued"
3145 OCTAVIA ST,"Work Complete, CFC Issued"
1250 BRODERICK ST,"Work Complete, CFC Issued"
3515 FILLMORE ST,Non-Compliant
955 CORBETT AV,Non-Compliant
430 15TH AV,"Permit Submitted, CFC Required by 9/15/20"
812 GUERRERO ST,Non-Compliant
83 WATCHMAN WY,"Permit Submitted, CFC Required by 9/15/20"
2357 BUSH ST,"Work Complete, CFC Issued"
860 HAIGHT ST,"Work Complete, CFC Issued"
1210 OAKDALE AV,Non-Compliant
3423 FILLMORE ST,"Work Complete, CFC Issued"
1332 10TH AV,"Work Complete, CFC Issued"
369 STANYAN ST,Non-Compliant
2429 VALLEJO ST,"Work Complete, CFC Issued"
1828 CLEMENT ST,"Permit Submitted, CFC Required by 9/15/20"
2301 CLEMENT ST,"Work Complete, CFC Issued"
365 24TH AV,"Work Complete, CFC Issued"
538 GREEN ST,"Work Complete, CFC Issued"
250 PAGE ST,Non-Compliant
1360 CLAY ST,"Work Complete, CFC Issued"
1731 CHESTNUT ST,"Work Complete, CFC Issued"
481 BELVEDERE ST,Non-Compliant
700 LOMBARD ST,"Work Complete, CFC Issued"
821 BRODERICK ST,"Work Complete, CFC Issued"
1535 LEAVENWORTH ST,Non-Compliant
1801 FULTON ST,"Work Complete, CFC Issued"
3470 25TH ST,Non-Compliant
1215 PACIFIC AV,"Work Complete, CFC Issued"
2872 JACKSON ST,Non-Compliant
348 08TH AV,Non-Compliant
180 BEAVER ST,"Work Complete, CFC Issued"
719 FILLMORE ST,"Work Complete, CFC Issued"
201 DOLORES ST,"Permit Submitted, CFC Required by 9/15/20"
861 FELL ST,Non-Compliant
1490 CHESTNUT ST,"Work Complete, CFC Issued"
444 LOMBARD ST,"Work Complete, CFC Issued"
3423 19TH ST,"Work Complete, CFC Issued"
3364 22ND ST,"Permit Submitted, CFC Required by 9/15/20"
1639 FULTON ST,Non-Compliant
1224 07TH AV,"Work Complete, CFC Issued"
1212 10TH AV,"Work Complete, CFC Issued"
964 ASHBURY ST,Non-Compliant
231 FREDERICK ST,"Work Complete, CFC Issued"
1003 ANZA ST,"Work Complete, CFC Issued"
2148 BRODERICK ST,"Work Complete, CFC Issued"
538 03RD AV,"Work Complete, CFC Issued"
367 CHURCH ST,"Work Complete, CFC Issued"
575 BURNETT AV,"Work Complete, CFC Issued"
661 FILLMORE ST,"Work Complete, CFC Issued"
625 RHODE ISLAND ST,"Work Complete, No CFC Issued yet"
249 09TH ST,"Work Complete, CFC Issued"
1674 WASHINGTON ST,"Work Complete, CFC Issued"
621 STOCKTON ST,"Work Complete, CFC Issued"
1184 JACKSON ST,"Work Complete, CFC Issued"
61 PROSPECT AV,"Work Complete, CFC Issued"
2 MAYNARD ST,"Permit Submitted, CFC Required by 9/15/20"
724 16TH AV,"Work Complete, CFC Issued"
1959 OAK ST,"Work Complete, CFC Issued"
1842 DIVISADERO ST,"Permit Submitted, CFC Required by 9/15/20"
148 22ND AV,"Work Complete, CFC Issued"
2395 PACIFIC AV,"Work Complete, CFC Issued"
670 LOMBARD ST,"Permit Submitted, CFC Required by 9/15/20"
100 SCOTT ST,"Work Complete, CFC Issued"
2135 CALIFORNIA ST,"Work Complete, CFC Issued"
1300 HAIGHT ST,"Work Complete, CFC Issued"
959 POWELL ST,"Work Complete, CFC Issued"
133 29TH ST,"Work Complete, CFC Issued"
2959 HARRISON ST,"Work Complete, CFC Issued"
450 SOUTH VAN NESS AV,"Permit Submitted, CFC Required by 9/15/20"
330 GOUGH ST,"Work Complete, CFC Issued"
2737 POLK ST,"Work Complete, CFC Issued"
3049 24TH ST,"Permit Submitted, CFC Required by 9/15/20"
455 BURNETT AV,"Work Complete, CFC Issued"
119 PALM AV,"Work Complete, CFC Issued"
2515 POLK ST,"Work Complete, CFC Issued"
233 CERVANTES BL,"Work Complete, CFC Issued"
1841 HYDE ST,"Work Complete, CFC Issued"
520 PARKER AV,Non-Compliant
700 CABRILLO ST,"Work Complete, CFC Issued"
2200 FRANCISCO ST,"Work Complete, CFC Issued"
1348 DOLORES ST,Non-Compliant
1644 CLAY ST,"Work Complete, CFC Issued"
1901 NORIEGA ST,"Work Complete, CFC Issued"
292 30TH ST,"Permit Submitted, CFC Required by 9/15/20"
1701 BEACH ST,"Work Complete, CFC Issued"
3490 18TH ST,"Work Complete, CFC Issued"
2459 POLK ST,"Work Complete, CFC Issued"
939 GUERRERO ST,"Work Complete, CFC Issued"
675 DOLORES ST,"Work Complete, CFC Issued"
311 CORBETT AV,Non-Compliant
225 BAY ST,"Work Complete, CFC Issued"
1700 VALLEJO ST,"Work Complete, CFC Issued"
2760 POLK ST,"Work Complete, CFC Issued"
433 34TH AV,"Work Complete, CFC Issued"
3251 16TH ST,"Work Complete, CFC Issued"
4084 17TH ST,"Work Complete, CFC Issued"
195 LEXINGTON ST,"Permit Submitted, CFC Required by 9/15/20"
2900 PIERCE ST,"Work Complete, CFC Issued"
2338 FULTON ST,"Work Complete, CFC Issued"
168 SICKLES ST,"Work Complete, CFC Issued"
1135 MASONIC AV,"Work Complete, CFC Issued"
301 JUDAH ST,Non-Compliant
1440 SUTTER ST,"Work Complete, CFC Issued"
3654 20TH ST,Non-Compliant
155 DOLORES ST,"Permit Submitted, CFC Required by 9/15/20"
50 GLENDALE ST,"Work Complete, CFC Issued"
1430 LEAVENWORTH ST,"Permit Submitted, CFC Required by 9/15/20"
155 EUREKA ST,"Work Complete, CFC Issued"
404 20TH AV,"Work Complete, CFC Issued"
1840 GREEN ST,"Work Complete, CFC Issued"
215 GUERRERO ST,"Work Complete, CFC Issued"
1808 OCTAVIA ST,Non-Compliant
350 22ND AV,"Work Complete, CFC Issued"
301 CLIPPER ST,"Work Complete, CFC Issued"
2410 CHESTNUT ST,"Work Complete, CFC Issued"
1226 GRANT AV,"Work Complete, CFC Issued"
1270 FELL ST,"Work Complete, CFC Issued"
1830 GOUGH ST,"Work Complete, CFC Issued"
3030 BRODERICK ST,"Work Complete, CFC Issued"
2966 CLAY ST,"Work Complete, CFC Issued"
2235 LARKIN ST,"Work Complete, CFC Issued"
1906 POWELL ST,"Work Complete, CFC Issued"
1159 UNION ST,"Work Complete, CFC Issued"
3501 ANZA ST,"Work Complete, CFC Issued"
1695 10TH AV,"Work Complete, CFC Issued"
1307 20TH AV,"Permit Submitted, CFC Required by 9/15/20"
1945 LYON ST,"Work Complete, CFC Issued"
2127 TAYLOR ST,"Work Complete, CFC Issued"
544 CHURCH ST,"Work Complete, CFC Issued"
1862 PAGE ST,Non-Compliant
45 CRESTLINE DR,"Work Complete, CFC Issued"
344 CARL ST,"Work Complete, CFC Issued"
2576 WASHINGTON ST,"Work Complete, CFC Issued"
1170 GUERRERO ST,"Work Complete, CFC Issued"
1163 PINE ST,"Work Complete, CFC Issued"
142 HOLLOWAY AV,"Permit Submitted, CFC Required by 9/15/20"
1413 KEARNY ST,"Work Complete, CFC Issued"
406 NOE ST,"Work Complete, CFC Issued"
1942 15TH ST,"Work Complete, CFC Issued"
678 HAMPSHIRE ST,Non-Compliant
1096 FULTON ST,Non-Compliant
1337 CALIFORNIA ST,"Work Complete, CFC Issued"
269 04TH AV,"Work Complete, CFC Issued"
3421 23RD ST,"Permit Submitted, CFC Required by 9/15/20"
5441 CALIFORNIA ST,"Work Complete, No CFC Issued yet"
462 GREEN ST,"Permit Submitted, CFC Required by 9/15/20"
51 MASONIC AV,"Work Complete, CFC Issued"
3450 BRODERICK ST,"Work Complete, CFC Issued"
1490 FRANCISCO ST,"Work Complete, CFC Issued"
1901 WEBSTER ST,"Work Complete, CFC Issued"
3217 VICENTE ST,"Work Complete, CFC Issued"
218 HAIGHT ST,Non-Compliant
180 07TH AV,"Permit Submitted, CFC Required by 9/15/20"
680 VALENCIA ST,Non-Compliant
185 ARBOR ST,"Work Complete, CFC Issued"
1464 TAYLOR ST,"Work Complete, CFC Issued"
2245 BEACH ST,"Work Complete, CFC Issued"
925 FELL ST,"Work Complete, CFC Issued"
1205 10TH AV,"Work Complete, CFC Issued"
2443 FILLMORE ST,"Permit Submitted, CFC Required by 9/15/20"
2557 POLK ST,"Work Complete, CFC Issued"
2845 POLK ST,"Work Complete, CFC Issued"
2033A LEAVENWORTH ST,"Work Complete, CFC Issued"
1102 HYDE ST,"Permit Submitted, CFC Required by 9/15/20"
612 STEINER ST,"Work Complete, CFC Issued"
1324 PACIFIC AV,Non-Compliant
150 CLINTON PK,"Work Complete, CFC Issued"
30 RAUSCH ST,"Work Complete, CFC Issued"
185 14TH ST,"Permit Submitted, CFC Required by 9/15/20"
313 30TH ST,Non-Compliant
622 05TH AV,"Work Complete, CFC Issued"
66 CORWIN ST,"Work Complete, CFC Issued"
1501 KIRKWOOD AV,"Work Complete, CFC Issued"
1803 BROADWAY,"Work Complete, CFC Issued"
1134 HYDE ST,"Work Complete, CFC Issued"
2341 CHESTNUT ST,"Work Complete, CFC Issued"
501 DOUGLASS ST,"Work Complete, CFC Issued"
5027 CALIFORNIA ST,"Work Complete, CFC Issued"
1720 BALBOA ST,Non-Compliant
2400 17TH AV,Non-Compliant
425 22ND AV,"Work Complete, CFC Issued"
1242 SACRAMENTO ST,"Work Complete, CFC Issued"
141 LEXINGTON ST,"Permit Submitted, CFC Required by 9/15/20"
2875 GREENWICH ST,"Work Complete, CFC Issued"
239 CLAYTON ST,"Work Complete, CFC Issued"
160 CONNECTICUT ST,"Work Complete, CFC Issued"
422A 14TH ST,"Work Complete, CFC Issued"
174 20TH AV,"Work Complete, CFC Issued"
499 WALNUT ST,"Work Complete, CFC Issued"
912 JACKSON ST,"Permit Submitted, CFC Required by 9/15/20"
186 LEXINGTON ST,"Work Complete, CFC Issued"
1539 KIRKHAM ST,"Work Complete, CFC Issued"
306 PARNASSUS AV,"Work Complete, CFC Issued"
864 GREENWICH ST,"Work Complete, CFC Issued"
105 JULIAN AV,"Work Complete, CFC Issued"
1265 GROVE ST,"Work Complete, CFC Issued"
326 PRESIDIO AV,"Work Complete, CFC Issued"
1600 LARKIN ST,Non-Compliant
31 LEESE ST,Non-Compliant
1961 FILBERT ST,"Work Complete, CFC Issued"
184 HARTFORD ST,"Work Complete, CFC Issued"
1041 LEAVENWORTH ST,Non-Compliant
3362 16TH ST,"Work Complete, CFC Issued"
1001 HAMPSHIRE ST,"Work Complete, CFC Issued"
556 BROADWAY,"Permit Submitted, CFC Required by 9/15/20"
2295 CALIFORNIA ST,"Work Complete, CFC Issued"
568 28TH AV,"Work Complete, CFC Issued"
940 LEAVENWORTH ST,"Work Complete, CFC Issued"
936 SOUTH VAN NESS AV,"Work Complete, CFC Issued"
120 GRAYSTONE TR,Non-Compliant
3111 22ND ST,"Work Complete, CFC Issued"
2801 PINE ST,Non-Compliant
2245 LARKIN ST,"Work Complete, CFC Issued"
248 GUERRERO ST,"Work Complete, CFC Issued"
1948 EDDY ST,"Permit Submitted, CFC Required by 9/15/20"
3969 17TH ST,"Work Complete, CFC Issued"
1336 GREEN ST,"Work Complete, CFC Issued"
3200 BUCHANAN ST,"Permit Submitted, CFC Required by 9/15/20"
355 LAGUNA ST,"Work Complete, CFC Issued"
1492 PACIFIC AVE,"Work Complete, CFC Issued"
3649 18TH ST,"Work Complete, CFC Issued"
2325 WASHINGTON ST,"Work Complete, CFC Issued"
1645 FOLSOM ST,"Work Complete, CFC Issued"
2526 VAN NESS AV,"Work Complete, CFC Issued"
3536 23RD ST,"Work Complete, CFC Issued"
545 ARGUELLO ST,"Work Complete, CFC Issued"
1753 MASON ST,"Permit Submitted, CFC Required by 9/15/20"
1848 FRANKLIN ST,"Work Complete, CFC Issued"
1455 LEAVENWORTH ST,"Work Complete, CFC Issued"
228 DUNCAN ST,"Work Complete, CFC Issued"
825 BURNETT AV,Non-Compliant
955 PAGE ST,Non-Compliant
1730 BRODERICK ST,"Work Complete, CFC Issued"
766 FRANCISCO ST,"Work Complete, CFC Issued"
1944 DIVISADERO ST,"Permit Submitted, CFC Required by 9/15/20"
517 36TH AV,Non-Compliant
3125 TURK BL,"Work Complete, CFC Issued"
120 PORTOLA DR,"Work Complete, CFC Issued"
334 VALLEJO ST,Non-Compliant
200 ARGUELLO BL,"Work Complete, CFC Issued"
3945 20TH ST,"Work Complete, CFC Issued"
730 POWELL ST,"Work Complete, CFC Issued"
1429 PAGE ST,"Work Complete, CFC Issued"
2191 PINE ST,"Work Complete, CFC Issued"
2270 BRYANT ST,"Work Complete, CFC Issued"
300 DIVISADERO ST,Non-Compliant
1753 WASHINGTON ST,"Work Complete, CFC Issued"
941 PAGE ST,"Work Complete, CFC Issued"
789 CORBETT AV,"Work Complete, CFC Issued"
2621 DIVISADERO ST,Non-Compliant
22 SOUTH PARK,Non-Compliant
3466 18TH ST,"Work Complete, CFC Issued"
3801 MARKET ST,"Work Complete, CFC Issued"
1208 4TH AVE,"Work Complete, CFC Issued"
2040 JEFFERSON ST,"Permit Submitted, CFC Required by 9/15/20"
1710 LARKIN ST,"Work Complete, CFC Issued"
1600 GOLDEN GATE AV,"Work Complete, CFC Issued"
1371 47TH AV,"Work Complete, CFC Issued"
1 VEGA ST,"Work Complete, CFC Issued"
1050 STANYAN ST,Non-Compliant
282 18TH AV,"Work Complete, CFC Issued"
567 VALENCIA ST,"Work Complete, CFC Issued"
1429 09TH AV,"Work Complete, CFC Issued"
141 GOUGH ST,"Work Complete, CFC Issued"
223 GUERRERO ST,Non-Compliant
205 CHATTANOOGA ST,Non-Compliant
564 GROVE ST,"Work Complete, CFC Issued"
3700 CABRILLO ST,Non-Compliant
1119 SHOTWELL ST,"Work Complete, CFC Issued"
401 CHERRY ST,Non-Compliant
4030 19TH ST,"Work Complete, CFC Issued"
244 DIVISADERO ST,"Permit Submitted, CFC Required by 9/15/20"
32 RICHLAND AV,"Work Complete, CFC Issued"
1762 PINE ST,"Work Complete, CFC Issued"
299 COLE ST,Non-Compliant
3809 20TH ST,"Work Complete, CFC Issued"
157 DUBOCE AV,"Work Complete, CFC Issued"
1134 JACKSON ST,Non-Compliant
1015 MASONIC AV,"Work Complete, CFC Issued"
4320 CALIFORNIA ST,Non-Compliant
1173 HAYES ST,Non-Compliant
5625 ANZA ST,"Work Complete, CFC Issued"
1270 PINE ST,"Work Complete, CFC Issued"
2188 GREEN ST,"Work Complete, CFC Issued"
1316 STOCKTON ST,"Permit Submitted, CFC Required by 9/15/20"
1580 GOLDEN GATE AV,"Work Complete, CFC Issued"
45 PEARL ST,"Work Complete, CFC Issued"
185 DOLORES ST,"Work Complete, CFC Issued"
183 DUBOCE AV,Non-Compliant
2150 BALBOA ST,"Work Complete, CFC Issued"
2060 GREEN ST,Non-Compliant
109 CLEMENT ST,"Work Complete, CFC Issued"
1530 MCALLISTER ST,"Work Complete, CFC Issued"
700 MASONIC AV,"Work Complete, CFC Issued"
16 LINDA ST,"Work Complete, CFC Issued"
1658 WASHINGTON ST,"Work Complete, CFC Issued"
1376 UNION ST,"Permit Submitted, CFC Required by 9/15/20"
1259 11TH AV,"Work Complete, CFC Issued"
681 PORTOLA DR,"Permit Submitted, CFC Required by 9/15/20"
10 AMBER DR,Non-Compliant
1040 FULTON ST,"Work Complete, CFC Issued"
3554 PIERCE ST,"Permit Submitted, CFC Required by 9/15/20"
268 CARL ST,"Work Complete, CFC Issued"
